# Fuente: Wikcionario (es.wiktionary.org), CC BY-SA 4.0, vía kaikki.org/Wiktextract
anudar	tr.	Hacer un nudo o más (lazo o cuerda que se ata y cierra de tal modo que al tirar de alguno de sus extremos se aprieta o estrecha más).
anudarse	prnl.	Formar o volverse un nudo (lazo o cuerda que se ata y cierra de tal modo que al tirar de alguno de sus extremos se aprieta o estrecha más).
anuencia	f.	Aprobación o consentimiento otorgado.
anuente	adj.	Que permite, que autoriza.
anulación	f.	Acción o efecto de anular₂ o de anularse.
anular	adj.	Con forma de anillo.
anularse	prnl.	Quedar nulo un acto, norma, acuerdo, tratado o contrario; quedarse sin efecto o sin validez.
anulativo	adj.	Con capacidad o potestad para anular.
anuloso	adj.	Con forma de anillo.
anunciador	adj.	Que anuncia.
anunciar	tr.	Dar noticia o aviso, hacer pública una información.
anuncio	m.	Acción o efecto de anunciar.
anuo	adj.	Que sucede o se repite cada año.
anuptafobia	f.	Miedo irracional y enfermizo a no casarse y quedarse soltero o sin pareja por el resto de la vida.
anuro	m.	Animales que carecen de cola.
anverso	m.	En las monedas y medallas, haz que se considera principal por llevar el busto de una persona o por otro motivo. Generalmente es el lado en donde no está impreso el valor.
anzoateguiense	adj.	Originario, relativo a, o propio de Anzóategui, en Venezuela.
anzoatiguense	adj.	Originario, relativo a, o propio de Anzoátegui, en Venezuela.
anzolar	tr.	Colocar azulejos sobre una superficie.
anzuelo	m.	Pequeño garfio punzante que se pone al final de un hilo, normalmente con un cebo, para hacer que un pez lo muerda y quede enganchado en él por la boca.
anádromo	adj.	Se dice de los peces marinos que suben por los ríos para reproducirse o desovar. Un ejemplo son los salmones.
anáfora	f.	Deixis parte de la pragmática que está relacionada con las palabras que sirven para indicarnos cosas. Palabras como tú, hoy, aquí, esto, son expresiones deícticas, que nos sirven para señalar personas, situaciones, lugares, etc.
análisis	m.	La acción y el efecto de separar un todo en los elementos que lo componen con el objeto de estudiar su naturaleza, función o significado.
análogamente	adv.	De manera análoga o semejante.
análogo	adj.	Que tiene parecido o analogía con algo.
anárquico	adj.	Que pertenece o concierne a la anarquía.
anécdota	f.	Por extensión, narración de un suceso para entretenimiento o ejemplificación.
anélido	adj.	Dícese de los animales vermiformes de cuerpo blando con anillos o pliegues transversales, y de sangre roja, como la lombriz y la sanguijuela.
anémico	adj.	Que pertenece o concierne a la anemia.
anémona	f.	(Actiniaria) Orden de antozoos hexacorales, que cuenta con más de 800 especies, animales sésiles que se fijan al substrato marino, ya sea la arena del fondo o en el caso de las actinias, las rocas. Llegan a medir desde 1.5 cm hasta 2 m de alto Hay más de 800 especies.
anímico	adj.	Que pertenece o concierne al ánimo.
anís	m.	Cualquiera de los numerosos licores obtenidos por la maceración de las semillas de esta planta en aguardiente, bebidos como digestivos.
anó	m.	(Crotophaga ani) Garrapatero aní.
anódico	adj.	Que pertenece o concierne al ánodo.
anófeles	m.	Dícese de los mosquitos transmisores de las fiebres palúdicas.
anómalo	adj.	Inconsistente con el orden normal de las cosas. anormal.
anómico	adj.	Que pertenece o concierne a la anomia.
anón	m.	Fruta de este árbol.
anónimamente	adv.	De un modo anónimo.
anónimo	adj.	Que no lleva nombre.
anósmico	adj.	Que pertenece o concierne a la anosmia.
anóxico	adj.	Propio de, o relativo a la anoxia.
aojador	adj.	Que aoja, que echa mal de ojo.
aojar	tr.	Hacer mal de ojo a una persona.
aojo	m.	Acción o efecto de aojar, echar mal de ojo o arruinar algo.
aonikenk	adj.	Originario, relativo a, o propio de un pueblo amerindio nómada que habitaba la Patagonia entre el río Santa Cruz y el Estrecho de Magallanes.
aorillar	tr.	Acercar al borde de algo, especialmente una carretera.
aorta	f.	Arteria principal en los animales vertebrados, que nace del ventrículo izquierdo del corazón.
aortitis	f.	Inflamación de la aorta.
aovado	adj.	Se aplica a lo que tiene la forma de un huevo.
apabullante	adj.	Que apabulla.
apabullar	tr.	Asombrar, dejar estupefacto.
apacentador	adj.	Que apacienta.
apacentar	tr.	Dar pasto a los ganados.
apache	adj.	Dicho de los miembros de un grupo de naciones indígenas del este de Arizona.
apachurrar	tr.	Deformar o quebrar una persona algo, generalmente aplanándolo, aplicando sobre ello una fuerza grande.
apachurrarse	prnl.	Tirarse en un sillón.
apacibilidad	f.	Condición o carácter de apacible (tranquilo, manso, dulce, agradable).
apacible	adj.	Manso, dulce y agradable en la condición y el trato.
apaciblemente	adv.	De un modo apacible, con tranquilidad, calma y sosiego.
apaciguador	adj.	Que apacigua.
apaciguamiento	m.	Acción o efecto de apaciguar o de apaciguarse.
apaciguar	tr.	Conducir a la paz o a la calma.
apaciguarse	prnl.	Llegar a un estado de paz o de calma después de sentir exaltación del ánimo.
apadrinador	adj.	Que apadrina.
apagadizo	adj.	Que tiende a arder mal o a apagarse con facilidad.
apagado	adj.	Sin luz o brillo.
apagar	tr.	Hacer que un aparato electrónico deje de estar encendido.
apagavelas	f.	Instrumento cónico que, puesto en el extremo de una vara, sirve para apagar las luces de velas o cirios.
apagón	m.	Corte temporal, súbito e inesperado del suministro de energía eléctrica.
apaisado	adj.	De manera horizontal.
apalabrar	tr.	Cerrar un acuerdo de palabra, sin hacerlo en documento escrito.
apalancar	tr.	Desplazar o levantar un objeto mediante el uso de una o más palancas.
apalancarse	prnl.	Ponerse cómodo en un lugar y permanecer ocioso en él.
apaleamiento	m.	Acción o efecto de apalear.
apalear	tr.	Levantar el grano con la pala para que el viento separe la paja del grano.
apaleo	m.	Acción o efecto de apalear, de levantar el grano con la pala para que el viento separe la paja.
apalizar	tr.	Golpear a alguno reiteradamente.
apalominado	adj.	Muy poco activo y muy simple.
apamate	m.	Árbol de la familia de las bignonáceas, nativo de México, Guatemala, El Salvador, Honduras, Costa Rica y otras regiones de Centroamérica, llegando a Colombia, Panamá, Venezuela y Perú.
apambichar	intr.	Tocar o bailar el merengue al estilo del pambiche, una variante más lenta y acompasada en la que ambos bailarines permanecen por lo general abrazados.
apampichao	adj.	Dicho del merengue u otro ritmo similar, tocado al estilo del pambiche, una variante más lenta y acompasada en la que ambos bailarines permanecen por lo general abrazados.
apampichar	intr.	Tocar o bailar el merengue al estilo del pambiche, una variante más lenta y acompasada en la que ambos bailarines permanecen por lo general abrazados.
apanado	adj.	Que está cubierto de migas de pan, generalmente para ser freído o puesto al horno.
apanar	tr.	Impregnar o cubrir de pan rallado, para luego cocinarlo en aceite (freír) o en el horno.
apandar	tr.	Tomar o guardar algo con la intención de adueñarse de ello.
apandarse	prnl.	Tomar forma panda o cóncava (corvo en el medio).^([cita requerida])
apandillar	tr.	Hacer pandilla.
apantallar	tr.	Ventilar o mover el aire con un objeto plano, usualmente hacia una persona.
apantle	m.	Caño de agua o acequia.
apanucar	tr.	Desanimar, desalentar.
apanucarse	prnl.	Perder los ánimos.
apapachar	tr.	Dar abrazos, caricias o palmaditas de cariño.
apapacharse	prnl.	Intercambiar abrazos, caricias o expresiones tangibles de cariño.
apapacho	m.	Caricia, abrazo, palmadita de cariño o consuelo.
apapucharse	prnl.	Intercambiar abrazos, caricias o expresiones tangibles de cariño. Variante de apapacharse.
aparador	m.	Mueble para guardar loza y otros utensilios de cocina o de mesa.
aparadura	f.	Sobrenombre del tablón del fondo de un barco, que está en contacto con la quilla; entre ambos forman la costura del alefriz de ésta.
aparatar	intr.	Hacer ruido o bulla para llamar la atención.
aparatarse	prnl.	Ponerse en situación para un fin determinado.
aparato	m.	Conjunto de piezas que interactúan para realizar una función específica.
aparatosamente	adv.	De un modo aparatoso; con ostentación.
aparatoso	adj.	Que tiene o está hecho con mucho aparato.
aparcabici	m.	Estructura para aparcar y asegurar bicicletas.
aparcabicis	m.	Estructura para aparcar y asegurar bicicletas.
aparcacoches	m. y f.	Persona que estaciona los coches de los clientes en algunos restaurantes, tiendas y otros negocios.
aparcamiento	m.	Acción o efecto de aparcar.
aparcar	tr.	Colocar y dejar quieto un vehículo (automóvil, bicicleta, avión, etc.) en un lugar específico, generalmente de forma transitoria y en un sitio designado para ello.
aparcero	m. y f.	Persona que participa en una aparcería o en una comuna agraria.
aparcería	f.	Tipo de contrato agrícola en el cual el dueño y el aparcero se reparten a porcentaje fijo los medios de producción agrícola y los beneficios.
apareado	adj.	Se dice de un animal cuando ha encontrado una pareja para procrear.
apareamiento	m.	Acción o efecto de aparear.
aparear	tr.	Juntar dos animales sexuados para que se reproduzcan y procreen.
aparearse	prnl.	Juntarse dos animales sexuados para reproducirse y procrear.
aparecer	intr.	Dejarse ver o hacerse presente, especialmente si es por sorpresa.
aparecerse	prnl.	Dejarse ver o hacerse presente de modo súbito o inesperado, causando sorpresa o algún tipo de emoción.
aparecido	m. y f.	Entidad no física, especialmente un individuo muerto o un espíritu, que resulta visible o se manifiesta.
aparecimiento	m.	Acción o efecto de aparecer.
aparejado	adj.	Apto, idóneo.
aparejador	m. y f.	Técnico especializado en construcciones, que posee una formación integral y conocimientos específicos sobre los procesos constructivos y diseño de sistemas constructivos adecuados al proyecto ejecutado.
aparejamiento	m.	Acción o efecto de aparejar o de aparejarse.
aparejar	tr.	Preparar, prevenir, disponer.
aparejo	m.	Conjunto de herramientas e instrumentos requeridos para realizar alguna actividad particular.
aparencial	adj.	Se dice de aquello que parece existir, pero cuya existencia se considera solo aparente o fingida.
aparentador	adj.	Que aparenta (manifiesta, finge o afecta lo que no es o lo que no hay) o salva las apariencias (disimula lo real para evitar los rumores o la crítica).
aparentar	tr.	Manifestar o dar a entender lo que no es o no hay. Dar una impresión falsa para salvar las apariencias.
aparente	adj.	Que aparece o se muestra a la vista.
aparentemente	adv.	Que tiene cierta semejanza con algo o alguien.
aparición	f.	Acción o efecto de aparecer o de aparecerse (dejarse ver, presentarse en un lugar).
apariencia	f.	Aspecto exterior o parecido.
aparrado	adj.	Se aplica a ciertos árboles tortuosos y parecidos a la parra.
aparrar	tr.	Hacer que las ramas de un árbol o una planta dirijan su crecimiento de forma horizontal.
aparroquiado	adj.	Establecido en alguna parroquia.
aparroquiador	adj.	Que aparroquia.
aparroquiamiento	m.	Acción o efecto de aparroquiar.
aparroquianado	adj.	Que tiene parroquianos, clientela, venta, crédito.
aparroquianador	adj.	Se dice de quien aparroquiana.
aparroquianamiento	m.	Acción o efecto de aparroquianar.
aparroquianar	tr.	Hacer, buscar, adquirir, procurarse parroquianos; saber atraerlos y conservarlos.
aparroquianarse	prnl.	Hacer, buscar, adquirir, procurarse parroquianos; saber atraerlos y conservarlos.
aparroquiar	tr.	Adquirir o llevar parroquianos a una tienda.
aparroquiarse	tr.	Adquirir o llevar parroquianos o vecinos a una tienda.
apartadero	m.	Lugar o punto de refugio de un camino, en los trozos estrechos o difíciles de éste, al que uno se retira para dejar libre el paso.
apartadijo	m.	Una parte pequeña de cosas que estaban amontonadas. Dícese comunmente "hacer apartadijos".
apartadizo	m.	Sitio que se separa de otro mayor.
apartado	adj.	Distante, lejano, retirado.
apartador	m. y f.	El que se dedica a separar las diferentes calidades de lana.
apartamento	m.	Unidad de vivienda autónoma que ocupa solamente una parte de un edificio o complejo de residencias.
apartamiento	m.	Acción o efecto de apartar o apartarse.
apartar	tr.	Alejar de un lugar o idea, desviar, echar, a un lado.
apartarse	prnl.	Alejar de un lugar o idea, desviar, echar, a un lado.
aparte	adv.	En otro lugar.
apartheid	m.	Sistema legal de segregación racial implantado en Sudáfrica por los colonizadores afrikáners, de origen holandés, y que estuvo vigente entre 1948 y 1990.
apartidario	adj.	Que pertenece o concierne al apartidismo.
apartidismo	m.	Rechazo por los partidos políticos o por el sistema político actual.
apartidista	adj.	Que pertenece o concierne al apartidismo.
apartotel	m.	Tipo de edificio de apartamentos con servicios que funciona con un sistema de reservas de igual manera que un hotel.
aparvadera	f.	Herramienta agrícola, empleada para recoger los cereales dejados por el rastrillo, consiste de una tabla horizontal con mango.
apasionadamente	adv.	Con interés, con deseo intenso, con pasión.
apasionado	adj.	Que siente una pasión, afición, atracción, convicción o afecto muy intensos.
apasionamiento	m.	Acción o efecto de apasionar o de apasionarse.
apasionante	adj.	Que apasiona por ser muy interesante o captar la atención.
apasionar	tr.	Inspirar pasión, afición, atracción, convicción o afecto muy intensos.
apasionarse	prnl.	Sentir pasión, afición, atracción, convicción o afecto muy intensos.
apateísmo	m.	La creencia de que Dios y la religión son irrelevantes.
apatito	m.	Mineral de forma hexagonales. Perteneciente al grupo de los fosfatos. De color parduzco o verdoso.^([cita requerida])
apatía	f.	Falta patológica de voluntad o energía.
apañado	adj.	Que tiene habilidad y capacidad para resolver situaciones.
apañamiento	m.	Acción o efecto de apañar.
apañar	tr.	Asear, ataviar.
apañarse	prnl.	Darse maña para hacer alguna cosa.
apea	f.	Soga de unos ochenta centímetros de largo, con un palo en forma de muletilla a una punta y un ojal en la otra, que sirve para trabar o maniatar las caballerías.
apeadero	m.	Poyo o sillar que hay en los zaguanes, o junto a la puerta de las casas, para montar en las caballerías o desmontarse de ellas con comodidad.
apear	tr.	Desmontar o bajar a alguno de una caballería o carruaje.
apechar	intr.	Afrontar los problemas, asumir las responsabilidades.
apechichar	tr.	Dar abrazos, caricias y otras muestras tangibles de cariño.
apechicharse	prnl.	Intercambiar abrazos, caricias y otras muestras tangibles de cariño.
apechugar	intr.	Afrontar los problemas, asumir las responsabilidades.
apedreador	adj.	Que apedrea.
apedreamiento	m.	Acción o efecto de apedrear o de apedrearse.
apedrear	tr.	Arrojar piedras contra algo o alquien.
apedrearse	v.	Dañarse los cultivos con el granizo o pedrisco.
apedreo	m.	Acción o efecto de apedrear o de apedrearse.
apegadamente	adv.	Con apego, con afecto y cariño arraigados.
apegarse	prnl.	Tomar afición, apego, afecto, gran cariño o inclinación por alguien o algo.
apego	m.	Actitud de afecto, afición o inclinación hacia algo o alguien.
apeirofobia	f.	Miedo irracional y enfermizo al infinito.
apelable	adj.	Que admite apelación.
apelación	f.	Acción de apelar.
apelambrar	tr.	Remover el pelo de los cueros sumergiéndolos en un líquido a base de cal llamado pelambre, empleado en las tenerías, curtiembres o curtidurías.
apelar	intr.	Protestar una decisión ante un tercero.
apelativo	adj.	Adjetivo usado para apellidar o calificar una persona o cosa.
apellar	tr.	Sobar una piel al adobarla.
apellidar	tr.	Llamar o convocar a alguien.
apellido	m.	Dícese del nombre de familia, con el cual se identifican a las personas.
apellinado	adj.	Dicho de la madera de roble pellín y otros árboles, mayoritariamente convertida en duramen, lo que la hace apta para ser usada en construcción.
apelmazado	adj.	Espeso, denso.
apelmazar	tr.	Hacer que una cosa esté menos esponjada o hueca de lo que requiere para su uso.
apelotar	tr.	Hacer que se formen pelotas o grumos, especialmente en los alimentos.
apelotarse	prnl.	Dicho de cosas, especialmente alimentos: Formar pelotas o grumos.
apelotonamiento	m.	Proceso y resultado de apelotonar o apelotonarse (en sus diferentes acepciones).
apelotonar	tr.	Conformar grupos, aglomeraciones o pelotones.
apelotonarse	prnl.	Juntarse en un pelotón o grupo relativamente caótico; aglomerarse.
apenado	adj.	Que siente pena.
apenar	tr.	Producir o causar pena, aflicción, tristeza.
apenarse	prnl.	Sentir pena, aflicción, tristeza.
apenas	adv.	En muy poca proporción o intensidad; difícilmente; casi no.
apencar	intr.	Cargar con una o varias consecuencias desagradables, derivadas de una acción desafortunada.
apencarse	v.	Acobardarse.
apendejar	tr.	Causar miedo a alguien.
apendicectomía	f.	Cirugía para extirpar el apéndice.
apendicitis	f.	Inflamación del apéndice vermicular, pequeña porción del intestino grueso que sale del extremo cerrado del ciego.
apendicolito	m.	Heces calcificadas que se acumulan dentro del apéndice cecal y pueden causar apendicitis.
apendiculado	adj.	Provisto de apéndices o protuberancias.
apeo	m.	Armazón, madero o fábrica con que se sostiene provisionalmente un edificio, construcción o terreno, en su totalidad o parcialmente.
apepsia	f.	Carencia de digestión. Trastorno de origen químico en la digestión. Desaparición continua de una reacción fermentativa del jugo gástrico que segrega el estómago.
apera	f.	(Apera) Cierto género de plantas de la familia de las poiáceas.
apercancado	adj.	Que huele a viejo y mohoso.
apercancarse	prnl.	Cubrirse de moho por la humedad, en especial los cueros.
apercibimiento	m.	Acción o efecto de apercibir.
apercibir	tr.	Prevenir, disponer, preparar lo necesario para alguna cosa.
apercollar	tr.	Abrazar a alguien, especialmente por el cuello.
apereá	m.	Especie de roedor de la familia Caviidae que habita extensas áreas de la Argentina occidental, Uruguay y Chile. Tiene un pelaje color gris amarillento, pesa entre 200 y 330 gramos, y mide entre 170 y 245 mm.
apergaminado	adj.	Semejante al pergamino.
apergaminarse	prnl.	Dicho de una persona: acartonarse.
aperitivo	adj.	Que sirve para estimular el apetito.
apernador	adj.	Dicho de un perro: Que apierna.
apernar	tr.	Asir o agarrar el perro por las piernas alguna res.
apero	m.	Cualquier herramienta o útil empleado en la labranza.
aperrear	tr.	Echar perros a alguien para que lo maten y despedacen.
apersogar	tr.	Atar a un animal, especialmente del cuello, para que no huya.
apertrechar	tr.	Aprovisionar o abastecer de lo necesario.
apertrecharse	prnl.	Aprovisionarse de alimentos y artículos de primera necesidad en previsión de una posible contingencia.
apertura	f.	Abertura; acción de abrir.
aperturismo	m.	Modelo económico que propone la apertura comercial de un país hacia el exterior con pocas o ninguna restricción.
aperturista	adj.	Que pertenece o concierne al aperturismo.
apesadumbrado	f.	Que provoca o da sensación de tristeza o pesadumbre.
apesadumbrar	tr.	Causar pesadumbre, afligir.
apesarar	tr.	Apesadumbrar.
apestar	intr.	Desprender mal olor.
apetecedor	adj.	Que apetece.
apetecer	tr.	Resultar algo deseable o gustoso a alguno.
apetecible	adj.	Que apetece, que es atractivo a los sentidos.
apetencia	f.	Ganas de comer.
apetición	f.	Tendencia a dar gusto a determinadas necesidades.
apetito	m.	Impulso instintivo que lleva a satisfacer una necesidad biológica o un deseo.
apetitoso	adj.	Que estimula el apetito. Por ejemplo: el caldo se ve apetitoso.
apezuñar	intr.	Golpear el suelo con la pezuña o hincar la pezuña en el suelo.
api	m.	Harina gruesa de maíz, generalmente de color morado, y otros ingredientes que pueden ser canela, clavos de olor, cáscara de naranja o limón, etc. Se prepara con agua, hirviéndola, y se consume en forma de bebida o mazamorra.
apiadador	adj.	Que se apiada.
apical	adj.	Que pertenece o concierne al ápice o punta de algo.
apicectomía	f.	Extracción del ápice o extremo de la raíz de un diente.
apicultor	m. y f.	Persona que practica la apicultura para obtener productos tales como miel, jalea real o cera.
apicultura	f.	Conjunto de conocimientos y técnicas empleados en la cría de abejas para obtener y mejorar los productos de la colmena: miel, polen, cera y propóleos fundamentalmente.
apidología	f.	Rama de la zoología que trata de las abejas.
apidólogo	m.	Persona que estudia las abejas..
apifobia	f.	Miedo irracional y enfermizo a las abejas.
apilar	tr.	Colocar una cosa sobre la otra, haciendo una pila o montón.
apiolar	tr.	Atar algo con pihuela o piola.
apionabo	m.	(Apium graveolens) Variedad de apio de raíz comestible grande, bulbosa y fragante.
apipar	tr.	Dar de comer y beber a una persona o animal hasta dejarle con el estómago lleno en exceso.
apiparse	prnl.	Comer y beber hasta tener el estómago lleno en exceso.
apir	m.	Operario encargado de transportar mineral desde el fondo de una mina hasta la superficie.
apirético	adj.	Que pertenece o concierne a la apirexia.
apisonador	adj.	Que apisona.
apisonar	tr.	Aplanar tierra, gravilla, asfalto, o cualquier otra superficie con un pisón o una apisonadora.
apiterapia	f.	Medicina alternativa sin respaldo científico que utiliza veneno de abeja y productos apícolas, como miel, propóleos y jalea real en la prevención y tratamiento de diferentes condiciones clínicas.
apitoxina	f.	Veneno secretado por las obreras de varias especies de abejas, que lo emplean como medio de defensa contra predadores y para el combate con otras abejas.
apivegetarianismo	m.	Régimen alimentario que tiene como principio dejar de consumir cualquier producto de origen animal, excepto los producidos por las abejas, como la miel o la jalea real.
apivegetariano	adj.	Se dice de la persona que ha elegido alimentarse exclusivamente con comida de origen vegetal y miel.
apiñado	adj.	De figura de piña.
apiñar	tr.	Juntar o estrechar mucho personas o cosas. Se dice así por alusion a las pencas de las piñas, que están muy juntas.
aplacable	adj.	Que se puede aplacar.
aplacamiento	m.	Acción o efecto de aplacar.
aplacar	tr.	Calmar o apaciguar el ánimo violento o excitado de una persona o grupo.
aplanadora	f.	Máquina que rueda sobre cilindros muy pesados, usada para allanar caminos y para aplanar el pavimento.
aplanamiento	m.	Acción o efecto de aplanar o de aplanarse.
aplastante	adj.	Determinante, patente, abrumador. Que no tiene discusión.
aplastar	tr.	Aplanar o alisar una cosa ejerciendo presión sobre la misma.
aplatanamiento	m.	Acción o efecto de aplatanar o de aplatanarse.
aplaudidor	adj.	Que aplaude.
aplaudir	tr.	Dar palmadas en señal de aprobación o entusiasmo.
aplauso	m.	Acción y efecto de aplaudir.
aplausómetro	m.	Dispositivo que mide o ilustra la intensidad de los aplausos del público en una competición.
aplazar	tr.	Diferir una acción, con idea de realizarla más adelante.
aplazarse	prnl.	No tener éxito en un empeño.
aplazo	m.	Calificación menor a la necesaria para aprobar un examen.
aplebeyar	tr.	Asignar la condición o el carácter de plebeyo a algo o a alguien (de la plebe, no de la aristocracia).
aplicación	f.	La acción y el efecto de untar algo sobre alguna superficie.
aplicar	tr.	Poner una cosa sobre o en contacto de otra.
aplicarse	prnl.	Poner mayor esfuerzo y cuidado en la vida, especialmente en la vida académica o laboral.
aplique	m.	Acción o efecto de aplicar.
aplomo	m.	Gravedad, serenidad, circunspección.
apnea	f.	Interrupción momentánea de la respiración.
apocadamente	adv.	De un modo tímido o apocado, sin confianza, con temor, con poco ánimo, con abatimiento, sin espíritu.
apocado	adj.	De poco ánimo o espíritu.
apocalipticismo	m.	Creencia religiosa en la llegada del apocalipsis; es decir, en el fin del mundo o civilización actuales.
apocamiento	m.	Cortedad o encogimiento de ánimo.
apocar	tr.	Reducir a una menor cantidad.
apocarse	prnl.	Abatirse, tenerse por poca cosa, humillarse.
apocintio	m.	Punto más lejano de la Luna en la órbita elíptica de un cuerpo celeste.
apocináceo	adj.	Dícese de plantas dicotiledóneas, de hojas persistentes, opuestas o verticiladas, sencillas, enteras y coriáceas; flores hermafroditas y regulares; fruto capsular o folicular, y semillas con albumen carnoso o coriáceo; como por ej. la adelfa y la hierba doncella.
apoclamídeo	adj.	Dícese de la flor cuyo perianto casi no tiene desarrollo y no se aprecia, siendo visibles solo los estambres y el gineceo.
apocopar	tr.	Suprimir el o los sonidos finales de una palabra o vocablo.
apocoparse	prnl.	Perder una palabra o vocablo sus sonidos finales.
apodador	adj.	Proclive a apodar, a poner apodos.
apodamiento	m.	Apelativo o sobrenombre que se le da popularmente a una persona, a fin de reconocerla en su ambiente local y que generalmente deriva de una cualidad (atributo o defecto) tanto física como psíquica, o de la herencia de un antepasado.
apodar	tr.	Poner o decir apodos.
apoderamiento	m.	Acción o efecto de apoderar o de apoderarse.
apoderar	tr.	Dar poder una persona a otra para que la represente en juicio o fuera de él.
apoderarse	prnl.	Hacerse uno dueño de alguna cosa, ocuparla, ponerla bajo su poder.
apodo	m.	Apelativo o sobrenombre que se le da popularmente a una persona, a fin de reconocerla en su ambiente local y que generalmente deriva de una cualidad (atributo o defecto) tanto física como psíquica, o de la herencia de un antepasado.
apodíctico	adj.	Dicho de un juicio: que es incontrovertible y necesariamente cierto en cualquier situación.
apofenia	f.	Tendencia psíquica, innata al ser humano y agudizada en la psicosis, a percibir sentido en estímulos azarosos.
apoferritina	f.	Parte de la ferritina que no se combina con el hierro.
apofonía	f.	Alteración vocálica del radical en palabras de igual étimo.
apofántico	adj.	Dicho de un discurso o proposición: Que declara lo que es (o no es), que presenta una verdad (o la niega), limitándose a describir el hecho, sin argumentar o interrogarse acerca de sus fundamentos.
apogeo	m.	Mayor distancia de un cuerpo celeste, natural o artificial, respecto del centro de la Tierra.
apolillado	adj.	Roído o deteriorado por las polillas.
apolillar	tr.	Dicho de la polilla: roer las prendas de ropa.
apolillarse	prnl.	Envejecer, quedar obsoleto.
apoliticismo	m.	Actitud de indiferencia o desinterés frente a la política.
apologeta	m. y f.	Persona que presenta una apología hacia una determinada doctrina o persona.
apologista	m. y f.	Persona que defiende públicamente una causa o idea, en especial por escrito.
apologizar	tr.	Defender o alabar a alguno verbalmente, en especial de manera formal.
apologética	f.	Defensa sistemática de una posición o punto de vista, etc.
apologético	adj.	Propio o relacionado con la apologética.
apología	f.	Discurso de palabra o escrito, en defensa, justificación, alabanza o adulación de personas, actitudes o cosas.
apoltronarse	prnl.	Hacerse poltrón. Se dice más comúnmente de los que se dan a una vida sedentaria.
apolunio	m.	Punto más lejano de la Luna en la órbita elíptica de un cuerpo celeste.
apolíneo	adj.	Perteneciente o relativo al dios Apolo.
apolítico	adj.	Que no tiene relevancia o función política.
aponeurosis	f.	Membrana blanca, brillante, tendinosa, de fibras cruzadas, con que suelen terminar o empalmarse los músculos.
apoplejía	f.	Suspensión más o menos completa de las funciones cerebrales, ocasionada por una interrupción del suministro de sangre al cerebro.
apoptosis	f.	Proceso bioquímico programado genéticamente que desencadena la muerte celular de ciertos tejidos de manera controlada.
apoquinar	tr.	Pagar o contribuir generalmente de mala gana.
aporcadura	f.	Acción o efecto de aporcar o de acogombrar (amontonar tierra alrededor del tallo de alguna planta).
aporcar	tr.	Poner un poco de tierra sobre algunas plantas, como el apio y la escarola, para que sean más blandas.
aporofobia	f.	Miedo hacia la pobreza o a los pobres.
aporque	m.	Acción o efecto de aporcar o de acogombrar (amontonar tierra alrededor del tallo de alguna planta).
aporreador	adj.	Que aporrea.
aporreamiento	m.	Acción o efecto de aporrear o de aporrearse.
aporrear	tr.	Dar golpes a una persona, animal o cosa con una porra.
aporreo	m.	Acción o efecto de aporrear o de aporrearse.
aporrepresor	m.	Proteína que, en conjunto con el correpresor, interactúa con un represor permitiendo la conexión a un operador para llevar a cabo la expresión del gen.
aportación	f.	Acción o efecto de aportar.
aportar	tr.	Contribuir con insumos.
aporético	adj.	Que pertenece o concierne a la aporía.
aporía	f.	Problema insoluble o que no tiene solución viable.
aposelenio	m.	Punto más lejano de la Luna en la órbita elíptica de un cuerpo celeste.
aposento	m.	Cuarto, pieza o habitación de una casa.
aposición	f.	Construcción gramatical en la que un sustantivo o elemento nominal actúa como modificador de otro que está antes de él (lo especifica o califica).
aposiopesis	f.	Reticencia; detención abrupta de una frase.
apositivo	adj.	Que pertenece o concierne a la aposición.
aposta	adv.	De intento, de propósito, adrede.
apostadero	m.	El paraje donde está apostado alguno.
apostador	adj.	Que apuesta.
apostal	m.	El sitio oportuno para coger pesca en algún río.
apostalagma	m.	Licor dulce y azucarado que sale espontáneamente de las raíces sin prensar.
apostar	tr.	Pactar que si no se verifica lo que alguno asegura perderá una cantidad o cosa.
apostarse	prnl.	Pactar que si no se verifica lo que alguno asegura perderá una cantidad o cosa.
apostasia	f.	Género de plantas próximas a las orquídeas; son vivaces y de tallo sencillo, hojas alternas y lanceoladas, y flores amarillas en racimos terminales.
apostasía	f.	Acción o efecto de apostatar.
apostatar	intr.	Negar la fe cristiana que fue recibida al ser bautizado, declarando por tanto, a través de este acto, la voluntad de dejar de ser cristiano.
apostema	f.	Absceso supurado.
apostemación	f.	Acción o efecto de apostemar.
apostemoso	adj.	Que pertenece o concierne a la apostema o postema.
apostia	f.	Ausencia congénita del prepucio.
apostilla	f.	Glosa, nota o acotación que se pone en el margen de los libros o escritos, para interpretación o ilustración del texto, o para suplemento de lo que le faltaba.
apostillar	tr.	Poner una apostilla.
apostillarse	prnl.	Llenarse de postillas.
apostis	m.	En la galeras, las regalas o pieza equivalente sobre la que actuaban los remos.
apostolus	m.	Nombre de la forma de recitar las Epístolas del Nuevo Testamento en los rituales de la misa de la iglesia católica entre los siglos VI y XI.
apostura	f.	Gentileza, buena disposición en la persona.
apostólico	adj.	Relacionado con los apóstoles (discípulos de Jesucristo)
apotegma	m.	Sentencia breve dicha con agudeza.
apotema	f.	Distancia entre el punto medio de uno de los lados de un polígono regular y su centro, o radio del círculo que inscribe un polígono.
